index,Date_measurement,RWZI_AWZI_name,RNA_flow_per_100000
143421,2024-01-04,Tilburg,152391450355795
143653,2024-01-08,Tilburg,89009641179579
143846,2024-01-14,Tilburg,59000200020557
144101,2024-01-17,Tilburg,30278987661483
144306,2024-01-20,Tilburg,62048563422019
144425,2024-01-23,Tilburg,21886432948432
144670,2024-01-26,Tilburg,20304001747684
144920,2024-02-01,Tilburg,38879546612346
145020,2024-02-04,Tilburg,29480442639312
145346,2024-02-07,Tilburg,44068216318268
145517,2024-02-11,Tilburg,27861989627098
145587,2024-02-13,Tilburg,3600122628241
145754,2024-02-15,Tilburg,22259210038933
146434,2024-02-25,Tilburg,3982566527110
146519,2024-02-28,Tilburg,13659160022436
146649,2024-03-02,Tilburg,2654558927239
147240,2024-03-12,Tilburg,8266137167593
147433,2024-03-14,Tilburg,5235398610189
147769,2024-03-20,Tilburg,4894532202556
147941,2024-03-24,Tilburg,15358126606565
148073,2024-03-26,Tilburg,4237710841470
148337,2024-03-28,Tilburg,0
148431,2024-04-01,Tilburg,3286913309194
148997,2024-04-11,Tilburg,1747772291067
149088,2024-04-13,Tilburg,4186195797774
149370,2024-04-17,Tilburg,2447400889554
149508,2024-04-19,Tilburg,0
149677,2024-04-23,Tilburg,1166195479255
149888,2024-04-25,Tilburg,0
150328,2024-05-05,Tilburg,4885755772001
150520,2024-05-07,Tilburg,11168147178344
151019,2024-05-15,Tilburg,12700211338165
151459,2024-05-25,Tilburg,5096411870862
151561,2024-05-27,Tilburg,16026934386224
151787,2024-05-31,Tilburg,15266854176463
152234,2024-06-08,Tilburg,16244769586815
152462,2024-06-12,Tilburg,31976981929056
152601,2024-06-16,Tilburg,28487222472384
152701,2024-06-18,Tilburg,57334843788906
152893,2024-06-20,Tilburg,77138636439334
153368,2024-06-30,Tilburg,157578544793394
153520,2024-07-02,Tilburg,63198591000120
153702,2024-07-06,Tilburg,76252020239257
153992,2024-07-10,Tilburg,150496332993869
154424,2024-07-18,Tilburg,99100166442974
154732,2024-07-24,Tilburg,92704316909204
154852,2024-07-26,Tilburg,196881666649119
155260,2024-08-04,Tilburg,48064712004532
155435,2024-08-06,Tilburg,62388339331818
155494,2024-08-08,Tilburg,54154948194390
155704,2024-08-12,Tilburg,60022417033013
156812,2024-08-31,Tilburg,81929322195085
157155,2024-09-08,Tilburg,52396975399701
157427,2024-09-11,Tilburg,123337510167555
157515,2024-09-15,Tilburg,92868221425793
157719,2024-09-17,Tilburg,57859180685470
157877,2024-08-29,Tilburg,164555223718173
158001,2024-09-23,Tilburg,53062207910347
158160,2024-09-26,Tilburg,75873875839922
158413,2024-09-30,Tilburg,123937632925907
159041,2024-10-09,Tilburg,162584220889411
159103,2024-10-12,Tilburg,108833735100609
159291,2024-10-15,Tilburg,92071458019817
159734,2024-10-24,Tilburg,65841630883233
160111,2024-10-31,Tilburg,76067145326550
160481,2024-11-06,Tilburg,35608802254037
160482,2024-11-10,Tilburg,47492729072180
160730,2024-11-12,Tilburg,99568344373039
160955,2024-11-15,Tilburg,44358616262407
161114,2024-11-18,Tilburg,44822161116123
161274,2024-11-24,Tilburg,11849186663386
161619,2024-11-27,Tilburg,40253638233477
161712,2024-11-30,Tilburg,25328191014915
161793,2024-12-02,Tilburg,72512035317403
162040,2024-12-06,Tilburg,17197966633101
162140,2024-12-10,Tilburg,9459999235724
162440,2024-12-12,Tilburg,49065871500054
162678,2024-12-18,Tilburg,51693904192645
162743,2024-12-22,Tilburg,7104719995477
163087,2024-12-26,Tilburg,11444239616468
163326,2024-12-29,Tilburg,62079185964117
143138,2024-01-01,Assen,511083976944159
143562,2024-01-09,Assen,107047577468773
143576,2024-01-06,Assen,55212181906196
143785,2024-01-12,Assen,129319819905766
143989,2024-01-16,Assen,56436568997257
144111,2024-01-18,Assen,60263378623149
144360,2024-01-23,Assen,39711928325261
144580,2024-01-27,Assen,31010943269920
144726,2024-01-30,Assen,45434047800943
144939,2024-02-03,Assen,22819387194927
145037,2024-02-05,Assen,5739141682938
145295,2024-02-08,Assen,52627042435224
145710,2024-02-14,Assen,24192528239294
145792,2024-02-16,Assen,7813796754953
145923,2024-02-20,Assen,15737030714610
146043,2024-02-22,Assen,7880128864018
146245,2024-02-26,Assen,3873819790505
146383,2024-02-28,Assen,5801518812381
146754,2024-03-05,Assen,5587337557863
146880,2024-03-07,Assen,57175114287127
147115,2024-03-11,Assen,3388918012667
147477,2024-03-15,Assen,4542353078690
147724,2024-03-21,Assen,5846878771277
147785,2024-03-20,Assen,11995433904007
147878,2024-03-25,Assen,2948682963939
148198,2024-03-28,Assen,1934357347491
148320,2024-04-01,Assen,14114737739215
148527,2024-04-04,Assen,0
148843,2024-04-10,Assen,10557099641738
149145,2024-04-15,Assen,1379257198877
149395,2024-04-20,Assen,0
149521,2024-04-22,Assen,0
149809,2024-04-28,Assen,1913900610697
150285,2024-05-05,Assen,5976345061236
150605,2024-05-10,Assen,20959932979798
150826,2024-05-14,Assen,17315377130787
151048,2024-05-20,Assen,15780949495569
151096,2024-05-19,Assen,3559159797861
151474,2024-05-27,Assen,1241228717779
151622,2024-05-30,Assen,4691606494704
151964,2024-06-05,Assen,9836602742143
152007,2024-06-06,Assen,13274361668105
152109,2024-05-08,Assen,5284688931437
152484,2024-06-14,Assen,56372512203876
152610,2024-06-17,Assen,33999952013946
152825,2024-06-20,Assen,68165087785751
153086,2024-06-25,Assen,76024328617955
153196,2024-06-27,Assen,35132830850405
153644,2024-07-06,Assen,140081839423877
153825,2024-07-09,Assen,135775158600978
153946,2024-07-11,Assen,63053559203595
154191,2024-07-15,Assen,86374357148810
154431,2024-07-20,Assen,74334785893571
154624,2024-07-24,Assen,132045320635279
154684,2024-07-25,Assen,93093229463602
154953,2024-07-30,Assen,114459803921478
155153,2024-08-02,Assen,70652347203999
155267,2024-08-05,Assen,56635378076792
155509,2024-08-11,Assen,47339594647655
155625,2024-08-12,Assen,13593086063603
155784,2024-08-15,Assen,30030715497405
156071,2024-08-20,Assen,35334340559771
156352,2024-08-23,Assen,21809365578046
156558,2024-08-28,Assen,42539465523179
156589,2024-08-29,Assen,58666457480106
156827,2024-09-02,Assen,46466800003444
156999,2024-09-05,Assen,38344437571006
157244,2024-09-09,Assen,56484906648390
157466,2024-09-13,Assen,54078108202489
157654,2024-09-17,Assen,27410600901372
157845,2024-09-19,Assen,56869486624594
158044,2024-09-25,Assen,111866579090209
158252,2024-09-29,Assen,102618475567909
158429,2024-10-02,Assen,96390140296837
158718,2024-10-07,Assen,188762879305438
158812,2024-10-05,Assen,233881322735788
159084,2024-10-11,Assen,135731882567394
159194,2024-10-15,Assen,125094984672694
159323,2024-10-20,Assen,99645858807717
159776,2024-10-25,Assen,105490013771990
159901,2024-10-29,Assen,153552310333539
159969,2024-10-31,Assen,75924537398762
160247,2024-11-05,Assen,70868310939220
160352,2024-11-07,Assen,82988173490735
160593,2024-11-11,Assen,84673089188127
160758,2024-11-15,Assen,56780816870165
160984,2024-11-18,Assen,5064388094279
161137,2024-11-24,Assen,17425411583776
161463,2024-11-25,Assen,55782090122397
161496,2024-12-01,Assen,25903023516804
161772,2024-12-03,Assen,34818988827377
161847,2024-12-08,Assen,5511802281060
162149,2024-12-09,Assen,6862589975197
162218,2024-12-12,Assen,23700370561269
162573,2024-12-18,Assen,30915530040845
162854,2024-12-20,Assen,37010769226966
162955,2024-12-24,Assen,6691403429661
162956,2024-12-26,Assen,10564112771940
143158,2024-01-01,Garmerwolde,385480303360794
143471,2024-01-02,Garmerwolde,43976887915838
143567,2024-01-09,Garmerwolde,142522784259687
143793,2024-01-13,Garmerwolde,131979303706198
143890,2024-01-15,Garmerwolde,26495077856957
144177,2024-01-19,Garmerwolde,39998431591505
144368,2024-01-23,Garmerwolde,89972849074942
144475,2024-01-25,Garmerwolde,97701683647049
144733,2024-01-30,Garmerwolde,40416808417597
145210,2024-02-07,Garmerwolde,13175629503532
145571,2024-02-10,Garmerwolde,28941842274165
145620,2024-02-14,Garmerwolde,39234019798039
145796,2024-02-16,Garmerwolde,20587685561687
145872,2024-02-19,Garmerwolde,13071255827910
146144,2024-02-25,Garmerwolde,17522940553536
146310,2024-02-27,Garmerwolde,0
146358,2024-02-01,Garmerwolde,59290292455046
146603,2024-03-01,Garmerwolde,18786304157061
146840,2024-03-06,Garmerwolde,0
146948,2024-03-08,Garmerwolde,17849846921475
147149,2024-03-12,Garmerwolde,5370630827755
147299,2024-03-14,Garmerwolde,0
147526,2024-03-18,Garmerwolde,9686187432565
147797,2024-03-23,Garmerwolde,23459484212925
148393,2024-04-02,Garmerwolde,6805250942838
149010,2024-04-12,Garmerwolde,4792164803874
149244,2024-04-17,Garmerwolde,0
149784,2024-04-24,Garmerwolde,7190672718976
150047,2024-05-01,Garmerwolde,8513669973983
150303,2024-05-06,Garmerwolde,7040643582904
150686,2024-05-13,Garmerwolde,17419756152857
151168,2024-05-18,Garmerwolde,2037154131291
151301,2024-05-23,Garmerwolde,13666285952125
151595,2024-05-29,Garmerwolde,6258844098437
151705,2024-06-01,Garmerwolde,435716785227
151939,2024-06-04,Garmerwolde,7253057003712
152018,2024-06-06,Garmerwolde,22479753812544
152411,2024-06-12,Garmerwolde,53270595237891
152468,2024-05-22,Garmerwolde,7380674745344
152684,2024-06-18,Garmerwolde,48379764744430
153005,2024-06-24,Garmerwolde,123531255819210
153414,2024-07-01,Garmerwolde,211712896343670
153655,2024-07-06,Garmerwolde,69058787992535
153779,2024-07-08,Garmerwolde,70473701801939
154094,2024-07-12,Garmerwolde,128947300427971
154214,2024-07-16,Garmerwolde,286750637851185
154328,2024-07-18,Garmerwolde,486097473186748
154795,2024-07-27,Garmerwolde,59569146599720
154917,2024-07-29,Garmerwolde,132319049038823
155075,2024-08-01,Garmerwolde,85303674106139
155340,2024-08-06,Garmerwolde,62397045133860
155421,2024-08-08,Garmerwolde,68306024274382
155639,2024-08-12,Garmerwolde,50594440231833
155870,2024-08-18,Garmerwolde,52291954341480
156026,2024-08-19,Garmerwolde,79423051753512
156357,2024-08-24,Garmerwolde,54810877129275
156708,2024-09-01,Garmerwolde,30940694158015
156885,2024-09-03,Garmerwolde,24839624191521
157096,2024-09-06,Garmerwolde,71023384799489
157379,2024-09-11,Garmerwolde,63539048395230
157390,2024-09-12,Garmerwolde,53427090043042
157608,2024-09-16,Garmerwolde,96375541841270
157921,2024-09-19,Garmerwolde,66341942480472
158078,2024-09-24,Garmerwolde,194233116031451
158200,2024-09-26,Garmerwolde,150380052729354
158395,2024-10-01,Garmerwolde,282710585110648
158616,2024-10-06,Garmerwolde,171112298541526
158751,2024-10-08,Garmerwolde,195955805344561
158953,2024-10-12,Garmerwolde,99929805454036
159126,2024-10-14,Garmerwolde,123964634604371
159330,2024-10-18,Garmerwolde,107371668602203
159624,2024-10-25,Garmerwolde,153626444674467
159834,2024-10-28,Garmerwolde,107179646549681
160008,2024-11-01,Garmerwolde,129013628629205
160295,2024-11-06,Garmerwolde,80102671432964
160383,2024-11-09,Garmerwolde,48149043125043
160625,2024-11-12,Garmerwolde,39439237762230
160802,2024-11-16,Garmerwolde,48197896847347
161168,2024-11-24,Garmerwolde,20690041958380
161437,2024-11-26,Garmerwolde,40547936693276
161529,2024-12-01,Garmerwolde,58637951417870
161832,2024-12-04,Garmerwolde,32002008362554
161871,2024-12-05,Garmerwolde,34691848245056
162197,2024-12-11,Garmerwolde,66813724666214
162514,2024-12-17,Garmerwolde,27012896195684
162708,2024-12-21,Garmerwolde,34736504976847
162971,2024-12-25,Garmerwolde,11227045364112
162972,2024-12-26,Garmerwolde,56094361257703
143527,2024-01-05,Leeuwarden,71623876170961
143542,2024-01-08,Leeuwarden,75713977866579
143939,2024-01-12,Leeuwarden,40415194366493
144134,2024-01-15,Leeuwarden,84458228289960
144258,2024-01-19,Leeuwarden,26577569912802
144276,2024-01-22,Leeuwarden,20583861363300
144696,2024-01-26,Leeuwarden,203543643760748
144701,2024-01-29,Leeuwarden,18732435272279
144997,2024-02-02,Leeuwarden,11130285300143
145471,2024-02-10,Leeuwarden,12551767673606
145521,2024-02-12,Leeuwarden,33704035335628
145852,2024-02-16,Leeuwarden,12877734431775
145982,2024-02-19,Leeuwarden,6552070655202
146240,2024-02-23,Leeuwarden,3269760151030
146260,2024-02-26,Leeuwarden,681313954941
146364,2024-02-05,Leeuwarden,11936426691563
146696,2024-03-01,Leeuwarden,6444888341627
146713,2024-03-04,Leeuwarden,2078350656782
147062,2024-03-07,Leeuwarden,8014299712454
147195,2024-03-12,Leeuwarden,18630057471388
147494,2024-03-15,Leeuwarden,6119901194558
147536,2024-03-18,Leeuwarden,8113059965010
147894,2024-03-25,Leeuwarden,0
147928,2024-03-22,Leeuwarden,23579729499190
148327,2024-04-01,Leeuwarden,6289430707499
148354,2024-03-29,Leeuwarden,2607434472739
148728,2024-04-05,Leeuwarden,0
148760,2024-04-08,Leeuwarden,3952091390223
149135,2024-04-12,Leeuwarden,0
149182,2024-04-15,Leeuwarden,0
149571,2024-04-19,Leeuwarden,0
149596,2024-04-22,Leeuwarden,1628055140575
149871,2024-04-26,Leeuwarden,17113199813568
149974,2024-04-29,Leeuwarden,0
150235,2024-05-03,Leeuwarden,0
150307,2024-05-06,Leeuwarden,1953185389145
150619,2024-05-10,Leeuwarden,9231636273863
150699,2024-05-13,Leeuwarden,7334037564510
151066,2024-05-20,Leeuwarden,0
151443,2024-05-24,Leeuwarden,14397777988924
151496,2024-05-27,Leeuwarden,14179102187773
151576,2024-05-18,Leeuwarden,433927259853
151847,2024-05-31,Leeuwarden,17905246061835
151864,2024-06-03,Leeuwarden,5616754620992
152220,2024-06-07,Leeuwarden,1232431269613
152587,2024-06-14,Leeuwarden,59592292106754
152628,2024-06-17,Leeuwarden,55707712568651
152724,2024-06-11,Leeuwarden,45294547087724
153067,2024-06-24,Leeuwarden,66181336690421
153231,2024-06-21,Leeuwarden,101877359538700
153406,2024-06-28,Leeuwarden,77847557789155
153419,2024-07-01,Leeuwarden,81922255126729
153747,2024-07-05,Leeuwarden,163326034927273
153794,2024-07-08,Leeuwarden,96730440963335
154162,2024-07-15,Leeuwarden,163298559420953
154516,2024-07-19,Leeuwarden,65741101395447
154548,2024-07-22,Leeuwarden,119998484276120
154907,2024-07-26,Leeuwarden,155992156616454
154921,2024-07-29,Leeuwarden,101616629104312
155245,2024-08-02,Leeuwarden,86310529910134
155290,2024-08-05,Leeuwarden,52167088682927
155599,2024-08-09,Leeuwarden,22617220759861
155648,2024-08-12,Leeuwarden,40667379688764
156045,2024-08-19,Leeuwarden,41893957054534
156441,2024-08-23,Leeuwarden,32819498688879
156459,2024-08-26,Leeuwarden,35216118100542
156796,2024-08-30,Leeuwarden,78888310925142
157196,2024-09-09,Leeuwarden,52472372955251
157232,2024-09-06,Leeuwarden,69582923524945
157565,2024-09-13,Leeuwarden,57613594074736
157630,2024-09-16,Leeuwarden,95258579094696
157834,2024-09-20,Leeuwarden,112231247885261
158096,2024-09-23,Leeuwarden,219395175063572
158366,2024-09-27,Leeuwarden,108674731197430
158694,2024-10-04,Leeuwarden,134938140989162
158799,2024-10-07,Leeuwarden,62233867206694
159131,2024-10-14,Leeuwarden,89124230124483
159459,2024-10-18,Leeuwarden,90898462554017
159664,2024-10-21,Leeuwarden,215516644664361
159807,2024-10-25,Leeuwarden,117589929695719
159855,2024-10-28,Leeuwarden,131162646997231
160169,2024-11-01,Leeuwarden,58441276731994
160207,2024-11-04,Leeuwarden,28754100985389
160422,2024-11-08,Leeuwarden,53494118118959
160604,2024-11-11,Leeuwarden,47775262365658
160951,2024-11-14,Leeuwarden,41299167249418
161004,2024-11-18,Leeuwarden,24488682849398
161350,2024-11-22,Leeuwarden,53846779585236
161382,2024-11-25,Leeuwarden,39315229072321
161689,2024-11-29,Leeuwarden,16546699046405
161732,2024-12-02,Leeuwarden,29387747801195
162015,2024-12-06,Leeuwarden,28341869663638
162161,2024-12-09,Leeuwarden,28327762800607
162398,2024-12-13,Leeuwarden,21919731774900
162482,2024-12-16,Leeuwarden,18342703256021
162807,2024-12-20,Leeuwarden,3459942057173
163059,2024-12-23,Leeuwarden,70901744700341
143239,2024-01-01,Stadskanaal,166581895249576
143352,2024-01-04,Stadskanaal,1886562385075
143595,2024-01-08,Stadskanaal,30984819654672
143865,2024-01-11,Stadskanaal,16813276473995
144006,2024-01-16,Stadskanaal,7128715484973
144225,2024-01-20,Stadskanaal,27809056397446
144386,2024-01-22,Stadskanaal,61393697871134
144605,2024-01-26,Stadskanaal,12124370332355
144803,2024-01-31,Stadskanaal,18020216501299
145155,2024-02-01,Stadskanaal,23917967588789
145257,2024-02-07,Stadskanaal,10355235970913
145530,2024-02-12,Stadskanaal,3550060235621
145699,2024-02-15,Stadskanaal,2159465122098
145932,2024-02-20,Stadskanaal,4684427939635
146129,2024-02-22,Stadskanaal,3483918810454
146425,2024-02-28,Stadskanaal,3739661735563
146498,2024-02-29,Stadskanaal,10995556227162
146831,2024-03-06,Stadskanaal,0
146905,2024-03-07,Stadskanaal,4299673230270
147120,2024-03-11,Stadskanaal,2816777912869
147405,2024-03-15,Stadskanaal,156883961913
147585,2024-03-19,Stadskanaal,565383095923
147902,2024-03-21,Stadskanaal,9322070147840
148038,2024-03-26,Stadskanaal,3307344723174
148208,2024-03-28,Stadskanaal,6671157800215
148331,2024-04-01,Stadskanaal,6011528359188
148861,2024-04-10,Stadskanaal,1706868689440
149017,2024-04-13,Stadskanaal,0
149221,2024-04-16,Stadskanaal,0
149430,2024-04-20,Stadskanaal,2741933580965
149537,2024-04-22,Stadskanaal,0
149981,2024-04-26,Stadskanaal,416072602419
150141,2024-05-02,Stadskanaal,3754205113549
150545,2024-05-11,Stadskanaal,541302149169
151186,2024-05-19,Stadskanaal,6668705056090
151261,2024-05-22,Stadskanaal,0
151412,2024-05-26,Stadskanaal,4206184255579
151558,2024-05-28,Stadskanaal,6643680800231
151664,2024-05-30,Stadskanaal,0
151875,2024-06-03,Stadskanaal,1663348717556
152058,2024-06-06,Stadskanaal,2237597088647
152304,2024-06-11,Stadskanaal,7749765368223
152568,2024-06-14,Stadskanaal,22488972787984
152639,2024-06-17,Stadskanaal,29087154982233
152752,2024-06-19,Stadskanaal,19967003781234
153152,2024-06-26,Stadskanaal,22965108678304
153326,2024-06-28,Stadskanaal,69912521223568
153466,2024-07-02,Stadskanaal,30396053887713
153673,2024-07-06,Stadskanaal,41091002226969
153801,2024-07-08,Stadskanaal,32449329481447
154136,2024-07-12,Stadskanaal,182561380296734
154224,2024-07-16,Stadskanaal,77596161457611
154495,2024-07-19,Stadskanaal,76768213184654
154558,2024-07-22,Stadskanaal,80975571373132
154878,2024-07-26,Stadskanaal,122881669727469
154924,2024-07-29,Stadskanaal,50041185948450
155180,2024-08-02,Stadskanaal,65979448458509
155489,2024-08-08,Stadskanaal,46039706533621
155702,2024-08-13,Stadskanaal,76620235842806
155908,2024-08-06,Stadskanaal,45848701207946
155998,2024-08-16,Stadskanaal,25025706707787
156032,2024-08-19,Stadskanaal,30648395108713
156190,2024-08-22,Stadskanaal,16106485189292
156743,2024-08-30,Stadskanaal,28169775253576
156906,2024-09-03,Stadskanaal,16663085785868
157423,2024-09-12,Stadskanaal,9691698034196
157529,2024-08-28,Stadskanaal,8378635621421
158114,2024-09-24,Stadskanaal,111341829319627
158137,2024-09-18,Stadskanaal,88117240252589
158244,2024-09-28,Stadskanaal,99725675472010
158494,2024-10-02,Stadskanaal,49095799585143
158623,2024-10-06,Stadskanaal,113095278730587
158630,2024-09-09,Stadskanaal,22205091117009
158664,2024-10-07,Stadskanaal,65921786794405
159205,2024-10-15,Stadskanaal,100564579176905
159499,2024-10-19,Stadskanaal,73092980791030
159500,2024-10-10,Stadskanaal,243940876745383
159726,2024-10-22,Stadskanaal,132758177197153
159727,2024-10-25,Stadskanaal,104383485137131
159939,2024-10-29,Stadskanaal,45253693607353
160106,2024-10-31,Stadskanaal,27420630172590
160226,2024-11-04,Stadskanaal,23681225466418
160726,2024-11-13,Stadskanaal,6459507966120
160890,2024-11-14,Stadskanaal,19136060972223
161110,2024-11-19,Stadskanaal,10841304621627
161311,2024-11-07,Stadskanaal,40025655257600
161328,2024-11-23,Stadskanaal,41074270847810
161439,2024-11-26,Stadskanaal,4702317197253
161608,2024-12-01,Stadskanaal,14240346215504
161789,2024-12-03,Stadskanaal,70671699273221
162163,2024-12-09,Stadskanaal,6862996801641
162674,2024-12-19,Stadskanaal,18609207671757
162750,2024-12-05,Stadskanaal,45011355486829
162757,2024-12-12,Stadskanaal,6493355401174
162997,2024-12-25,Stadskanaal,20874919556824
162998,2024-12-26,Stadskanaal,32602382547384
164094,2024-12-17,Stadskanaal,9633957843822
143204,2024-01-01,Utrecht,196288489198579
143452,2024-01-06,Utrecht,301814410589309
143625,2024-01-08,Utrecht,119342163415048
143770,2024-01-11,Utrecht,75445264670611
144310,2024-01-21,Utrecht,42236297166106
144534,2024-01-24,Utrecht,185430180782045
144673,2024-01-27,Utrecht,30526510740013
145024,2024-02-03,Utrecht,28681137457488
145089,2024-02-05,Utrecht,47753940379901
145445,2024-02-11,Utrecht,41122112851712
145665,2024-02-14,Utrecht,31519480875205
145854,2024-02-16,Utrecht,10074633384562
146130,2024-02-22,Utrecht,14044145580448
146543,2024-02-29,Utrecht,3704171047838
146772,2024-03-04,Utrecht,9287936976624
147082,2024-03-10,Utrecht,10656953042052
147258,2024-03-13,Utrecht,8181920257051
147449,2024-03-17,Utrecht,11651012971897
147672,2024-03-19,Utrecht,16489545333493
148042,2024-03-25,Utrecht,25893960131129
148338,2024-03-28,Utrecht,22249104804023
148611,2024-04-03,Utrecht,7404526881640
148704,2024-04-06,Utrecht,889708626120
149270,2024-04-14,Utrecht,1635700425071
149643,2024-04-22,Utrecht,17782430779366
149646,2024-04-20,Utrecht,3391887643959
149880,2024-04-28,Utrecht,22109315930294
150330,2024-05-05,Utrecht,13622400267196
150651,2024-05-12,Utrecht,21439516529918
150766,2024-05-14,Utrecht,30692610578870
151021,2024-05-16,Utrecht,9580009065047
151349,2024-05-23,Utrecht,38860315572733
151563,2024-05-27,Utrecht,49792262762314
151761,2024-05-31,Utrecht,33754999602865
151945,2024-06-03,Utrecht,21370673021610
152065,2024-06-05,Utrecht,57654869610980
152321,2024-06-11,Utrecht,66900392949556
152515,2024-06-15,Utrecht,64312104630593
152707,2024-06-17,Utrecht,94849068303787
152894,2024-06-20,Utrecht,146936682045546
153113,2024-06-25,Utrecht,103183608537293
153262,2024-06-27,Utrecht,145207907286274
153471,2024-07-01,Utrecht,54262487226651
153705,2024-07-06,Utrecht,126809718934325
153928,2024-07-09,Utrecht,85262909307477
154140,2024-07-12,Utrecht,234844131750308
154387,2024-07-17,Utrecht,131310213055578
154524,2024-07-21,Utrecht,139346573017310
154772,2024-07-25,Utrecht,107782550073226
154854,2024-07-27,Utrecht,76985808179713
154999,2024-07-29,Utrecht,104329572014733
155220,2024-08-02,Utrecht,87856247800140
155436,2024-08-06,Utrecht,52539919539432
155544,2024-08-10,Utrecht,39156497726012
155776,2024-08-14,Utrecht,38439104653841
156098,2024-08-20,Utrecht,67954358933345
156292,2024-08-22,Utrecht,83808371649714
156814,2024-08-30,Utrecht,86715285103037
157036,2024-09-04,Utrecht,59267437712952
157240,2024-09-07,Utrecht,166282934127273
157275,2024-09-09,Utrecht,28931531864839
157737,2024-09-17,Utrecht,60604333535788
158003,2024-09-22,Utrecht,99361804499844
158219,2024-09-25,Utrecht,125506117892104
158325,2024-09-28,Utrecht,96643438336666
158499,2024-10-01,Utrecht,114063026171755
158599,2024-10-06,Utrecht,77074947485967
159042,2024-10-09,Utrecht,82565362446386
159043,2024-10-13,Utrecht,97479992570062
159188,2024-10-16,Utrecht,69531385489309
159737,2024-10-22,Utrecht,115174825584500
159818,2024-10-25,Utrecht,81587911656489
160115,2024-11-03,Utrecht,127423914479290
160326,2024-11-04,Utrecht,64752975077767
160580,2024-11-08,Utrecht,43300708176174
160638,2024-11-11,Utrecht,58384096323063
160956,2024-11-15,Utrecht,37646976316196
161277,2024-11-19,Utrecht,80147832838946
161431,2024-11-25,Utrecht,44135968968037
161623,2024-11-30,Utrecht,29131785771843
162041,2024-12-08,Utrecht,87087725594695
162270,2024-12-11,Utrecht,41406502584126
162445,2024-12-13,Utrecht,53018241831966
162822,2024-12-04,Utrecht,26605880457046
162856,2024-12-22,Utrecht,36990124289447
162860,2024-12-19,Utrecht,34248741381305
163088,2024-12-26,Utrecht,9463349078303
163126,2024-12-28,Utrecht,38994653639357
143295,2024-01-02,Zwolle,193597351177381
143423,2024-01-07,Zwolle,65873796239643
143654,2024-01-09,Zwolle,62737347882687
143881,2024-01-11,Zwolle,128749415578328
144059,2024-01-17,Zwolle,36754458605852
144283,2024-01-22,Zwolle,33027962881646
144495,2024-01-25,Zwolle,117300480932270
144935,2024-02-03,Zwolle,35109205741386
145046,2024-02-05,Zwolle,27091394145747
145165,2024-02-01,Zwolle,94905386813546
145706,2024-02-11,Zwolle,21107602369042
145778,2024-02-15,Zwolle,11833240659616
145909,2024-02-19,Zwolle,1137224477311
146192,2024-02-25,Zwolle,10060227970138
146447,2024-02-27,Zwolle,9275925381964
146876,2024-03-05,Zwolle,4971214680823
146966,2024-03-10,Zwolle,12756514170995
147160,2024-03-12,Zwolle,14328286661691
147556,2024-03-18,Zwolle,13814308207906
147876,2024-03-24,Zwolle,0
148055,2024-03-26,Zwolle,5933093047178
148214,2024-03-28,Zwolle,1194614997674
148387,2024-04-01,Zwolle,4533725904306
148714,2024-04-07,Zwolle,4418769643574
148891,2024-04-09,Zwolle,10004429434264
149144,2024-04-14,Zwolle,2537514823826
149385,2024-04-19,Zwolle,0
149481,2024-04-21,Zwolle,4716215908686
149649,2024-04-23,Zwolle,3419654280234
149892,2024-04-25,Zwolle,3773183561620
149992,2024-04-29,Zwolle,5801456479748
150424,2024-05-07,Zwolle,6817914950240
150525,2024-05-09,Zwolle,7517332985145
150993,2024-05-15,Zwolle,15645155536221
151580,2024-05-27,Zwolle,15103762998341
151908,2024-06-04,Zwolle,12796184954557
152245,2024-06-07,Zwolle,35159364599418
152344,2024-06-12,Zwolle,6004696114048
152464,2024-05-20,Zwolle,1542042722033
152819,2024-06-20,Zwolle,47195376257523
152947,2024-06-23,Zwolle,42197656146777
153786,2024-07-07,Zwolle,96631911525677
153876,2024-06-27,Zwolle,157420913146457
153937,2024-07-09,Zwolle,137660625269450
154152,2024-07-13,Zwolle,141865323704089
154176,2024-07-15,Zwolle,91156352415769
154530,2024-07-19,Zwolle,110256697846490
154619,2024-07-23,Zwolle,121919244316761
154938,2024-07-29,Zwolle,61802434930361
155217,2024-08-04,Zwolle,48746298892034
155505,2024-08-08,Zwolle,26453532304162
155658,2024-08-12,Zwolle,35137174761928
156258,2024-08-24,Zwolle,72683458243218
156342,2024-08-18,Zwolle,30487338264438
156470,2024-08-26,Zwolle,30865611037010
156826,2024-08-30,Zwolle,48134132620476
157440,2024-09-12,Zwolle,107245970113223
157543,2024-09-03,Zwolle,112180469105238
157545,2024-09-10,Zwolle,116454198538975
157651,2024-09-16,Zwolle,79566112913918
158029,2024-09-18,Zwolle,208926262625689
158030,2024-09-24,Zwolle,210484639255874
158329,2024-09-29,Zwolle,184526450777264
158512,2024-10-01,Zwolle,139115418537714
158604,2024-10-05,Zwolle,96382637253539
158741,2024-10-07,Zwolle,120573576209402
159108,2024-10-12,Zwolle,297615136320881
159151,2024-10-14,Zwolle,91933036655186
159530,2024-10-20,Zwolle,128201408987766
159772,2024-10-24,Zwolle,68083096459126
159874,2024-10-28,Zwolle,77260368834993
159956,2024-10-30,Zwolle,111338091116917
160235,2024-11-04,Zwolle,58120868371300
160592,2024-11-06,Zwolle,60268434969553
